,Home->Tools->Power tools->Power tool accessories->Saw blades & accessories,Power tools,Atlas Uni Turbo 300mm,For the cutting of building materials,https://www.homebase.co.uk/atlas-uni-turbo-300mm_p488728,48.49,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1f88686f-8d98-422d-9598-a750109577ba.jpg,Unnamed: 7,488728
2903,Home->Garden & Outdoor->Garden buildings->Greenhouses & accessories->Greenhouses,Garden buildings,Palram 8 x 12ft Glory Grey Greenhouse,"The Glory 8 x 12ft Greenhouse provides you with ideal conditions for an enjoyable and fruitful gardening. Wide entrance door and included accessories create optimal ventilation and help you maintain the required moisture and temperature levels. The high roof and tall eaves provide plenty of headroom, and more space to garden and trellis tall and leafy plants. The included galvanised, rust resistant perimeter steel base adds height, structural support, stability & alignment. This green house is aesthetically pleasing with its powder coated robust aluminium frame in grey elegant finish. This glorious greenhouse is designed and built to last. ",https://www.homebase.co.uk/palram-8-x-12ft-glory-grey-greenhouse_p342226,1600.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/9a978757-00b8-4119-9c60-08d5f2930585.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cdb4ec0a-f90e-42bd-b983-51798d4307dc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/fad304b5-9a56-4ac3-a3ec-8c55880fceb4.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/8644890d-60ca-4312-be0c-04ed92cca71f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d7641814-9a1e-44e3-9893-bdf427b166ca.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3813abf2-3700-43a7-80b8-3729f9d0ebf0.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f2bea0b1-6d52-4f65-ba49-a770928fbca2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7df2ebb6-4b60-4fd3-ad48-85eabecd2ffb.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/931be323-e80e-4cde-8270-20b3f012ab28.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3cdc9070-1e46-471f-af87-8c916f61f9ce.jpg",,342226
2904,Home->Paint & Decorating->Paint->Interior paint->Metal and wood->Neutral paint->Eggshell,Paint,Farrow & Ball Modern Eggshell Midsheen Paint Joas White No.226 - 2.5L,"Hardwearing mid sheen finish available in 132 colours. Use to update floors, stairs, skirting boards or to freshen up kitchen cupboards.  ",https://www.homebase.co.uk/farrow-ball-modern-eggshell-midsheen-paint-joas-white-no-226-2-5l_p485130,69.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f98d470b-2c50-4bc3-bf80-9ea2370b83c2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a7167cde-f701-4748-875a-8916c2b288f7.jpg",,485130
2905,Home->Garden & Outdoor->Garden buildings->Greenhouses & accessories->Greenhouses,Garden buildings,Palram 8 x 16ft Glory Black Greenhouse,"The Glory 8  greenhouse is the right choice for the year round gardening enthusiast. The 8_16 model features a wide entrance door, and is accessorized with plant hangers, (3) roof vent, (3) automatic vent opener and side louver window which provide optimal ventilation and help you maintain correct moisture and temperature levels. The virtually unbreakable, 10 mm Twin-Wall 100% UV protected, light diffusing Polycarbonate panels, provide a pleasant, insulated environment for growing your plants as well as protect from harsh weather conditions. The high roof and tall eaves provide ample headroom, allotting you more space to garden and trellis tall and leafy plants. This greenhouse also includes a rust resistant, galvanized steel perimeter base, for adding height, structural support, stability & alignment. The Glory is made to last with its dark anthracite powder coated elegant finish and its strong and robust Aluminum frame. If you are a fervent grower, this is the greenhouse for you.",https://www.homebase.co.uk/palram-8-x-16ft-glory-black-greenhouse_p342234,1895.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c240fa42-4734-4a28-a9a4-76bbd908a017.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/cbab65e9-fd5a-44d9-9169-7ebd752de9ca.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3f7a16d2-a8e4-4980-b596-e8d91d617613.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6a535d48-ce79-4bcc-b7c9-25f56f943487.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/80ab316d-1314-4dd5-ae45-70478644fbf7.jpg",,342234
2906,Home->Building & Hardware->Doors & door furniture->Exterior doors->Front,Doors & door furniture,Cottage External Glazed Unfinished Hardwood 1 Lite Door - 762 x 1981mm,Cottage is a hardwood glazed external door with an elegant feel. It has a lead double glazed panel and raised moulding on one side for classic country Cottage styling. It also features mortice and tenon joints which give it a more traditional look and provide a solid door construction.,https://www.homebase.co.uk/cottage-external-glazed-unfinished-hardwood-1-lite-door-762-x-1981mm_p497673,249.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1c958f86-f156-4bbc-ac5b-5a0ab8eb164b.jpg,,497673
2907,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Neutral paint->Standard emulsion->2.5L,Paint,Farrow & Ball Estate Peignoir No 286 - Matt Emulsion Paint - 2.5L,Estate Emulsion creates the coveted signature chalky matt finish and is suitable for interior walls and ceilings throughout the home,https://www.homebase.co.uk/farrow-ball-estate-peignoir-no-286-matt-emulsion-paint-2-5l_p351075,46.5,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1780099b-1fa7-4b4a-8ef4-70fc2642f406.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1500c528-297e-4939-ac25-14c7986a7dd5.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/7ab7e676-ca6a-4377-9dcc-581d989e0f5f.jpg",,351075
2908,Home->Garden & Outdoor->Garden buildings->Sheds->Plastic sheds,Garden buildings,Keter Scala Apex Plastic Shed - Brown Wood-effect / 6x5ft,"The Scala 6x5 is a durable storage shed with a double wall construction that is fully weather-resistant. It also features double doors for easy access, floor panel, built-in ventilation for safety, two fixed windows for natural light and has a locking system to provide added security for your items.",https://www.homebase.co.uk/keter-scala-apex-plastic-shed-brown-wood-effect-6x5ft_p485442,569.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1d506721-8cf9-4d06-98ae-fbd9a2bf6760.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2cbe09dc-0380-4e04-bb5b-48e82f629cd6.png,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/810866b8-4043-43a5-8fdd-50a0d5d2e68a.png",,485442
2909,Home->Paint & Decorating->Paint->Interior paint->Metal and wood->White paint->Eggshell,Paint,Craig & Rose 1829 Eggshell Paint - Embla - 2.5L,Driftwood white hues with a velvety cloud lightness make this an effortless and opulent modern shade. Use with 1829 White Undercoat.,https://www.homebase.co.uk/craig-rose-1829-eggshell-paint-embla-2-5l_p491321,42.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ef2c93e9-095e-4c37-b1fa-97c895d49cc0.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/66b2ce3d-dedd-46d4-b175-0cce2b7c49d0.jpg",,491321
2910,Home->Building & Hardware->Doors & door furniture->Interior doors->Feature,Doors & door furniture,Inlay Internal Prefinished Oak 1 Panel Door - 838 x 1981mm,,https://www.homebase.co.uk/inlay-internal-prefinished-oak-1-panel-door-838-x-1981mm_p497367,239.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b60c2c33-d6f6-4e02-becb-81e1dd7f57f8.jpg,,497367
2911,Home->Building & Hardware->Doors & door furniture->Door numbers & signs->House numbers,Doors & door furniture,Neo Stainless Steel Numeral - 85mm - B,"Sandleford self adhesive stainless steel neo letters feature super strong adhesive which can stick to any surface: brick, timber, steel, glass, plaster, letterboxes. Simply peel and stick",https://www.homebase.co.uk/neo-stainless-steel-numeral-85mm-b_p393225,8.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b1598de5-b9fb-4e56-a802-b72afde37219.jpg,,393225
2912,Home->Garden & Outdoor->Garden buildings->Sheds->Shed bases,Garden buildings,Watershed Roofing Kit for 6 x 10ft Apex Shed,An easy-to-install complete roofing kit for garden buildings.,https://www.homebase.co.uk/watershed-roofing-kit-for-6-x-10ft-apex-shed_p483037,200.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/25e628bf-6dab-4e87-ae81-acc1aa2e572f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/646df4f4-55b0-4de4-84f9-3320a1cc9ca6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/401ec42c-2c6e-4c3b-a653-4a5f169e84c1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e9b5d985-8b10-406a-b528-e6cf25282088.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/53c5839c-79e7-4c84-abf0-817b538fc4ca.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/aebbe441-2105-4f64-8da6-bf88a4327cf4.jpg",,483037
2913,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Kango 13.0mm Silver HSS Drill Bit (1pc) KMDHSS13-0,Toughen up your drill with these Silver HSS drill bits from Kango!,https://www.homebase.co.uk/kango-13-0mm-silver-hss-drill-bit-1pc-kmdhss13-0_p467741,8.99,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/c9c48d92-afb4-4426-a1c4-62a38826c259.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/4bb23529-d2ca-4b2a-af4f-ac2118b9d1e4.jpg",,467741
2914,Home->Tools->Power tools->Drills->Corded drills,Power tools,AEG SBE750RE 750W 1 Speed Percussion Drill,"The AEG 750W percussion drill delivers high performance drilling with its powerful 750W motor and no-load speed of up to 3,000rpm. Its variable speed allows for greater control and its 13mm full metal keyless chuck makes bit changes quick and easy.",https://www.homebase.co.uk/aeg-sbe750re-750w-1-speed-percussion-drill_p397030,77.5,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/e0b6f45f-a031-4815-b083-8a6e1e21cef3.jpg,,397030
2915,Home->Building & Hardware->Doors & door furniture->Interior doors->Glazed,Doors & door furniture,Eindhoven Internal Glazed Prefinished Oak 1 Lite Door - 686 x 1981mm,"With a large glazed panel, this oak internal door is a simple design with maximum impact. Decorative beading elevates its appeal ensuring the overall look is premium. Ideal for a room where you want to maximise the light or make a space feel larger, like a dining room, lounge or study. In prefinished oak for quality and convenience, you can hang this door and enjoy its good looks without extra work.",https://www.homebase.co.uk/eindhoven-internal-glazed-prefinished-oak-1-lite-door-686-x-1981mm_p497456,275.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/dd8cea46-f792-4185-b6f4-b2b1cd1db388.jpg,,497456
2916,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Gloss grey,Bathroom furniture suites,Balterley Dynamic 600mm Compact Vanity Unit with Basin - Gloss Grey,"If you prefer a more modern finish in your bathroom, why not opt for our fitted furniture in high gloss grey to add a contemporary twist. ",https://www.homebase.co.uk/balterley-dynamic-600mm-compact-vanity-unit-with-basin-gloss-grey_p503934,280.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/b4a6d4b3-b8ba-4bd5-b740-068694ccc01d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/95f3df29-1c5a-4518-a524-6ba9a87d348d.jpg",,503934
2917,Home->Tools->Power tools->Power tool accessories->Drilling accessories,Power tools,Stanley Door Handle Fixing Project Kit - STA81187-XJ,Stanley door handle fixing project kit.,https://www.homebase.co.uk/stanley-door-handle-fixing-project-kit-sta81187-xj_p315549,5.6,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/2e8a97af-a377-464e-89ff-d23b78a3c9b2.jpg,,315549
2918,Home->Tools->Power tools->Power tool accessories->Drill & driver bits,Power tools,Kango 6.5x150mm Multi Material Drill Bit KMP6B150,Kango multi-purpose blades have a sharpened tungsten carbide tip which is capable of drilling through any material.,https://www.homebase.co.uk/kango-6-5x150mm-multi-material-drill-bit-kmp6b150_p389629,5.9,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/a8197401-b19f-4fa6-ad13-b66f287933b8.jpg,,389629
2919,Home->Kitchens->Kitchen worktops->Solid surface worktops->Minerva->Peak stone,Kitchen worktops,Minerva Peak Stone Kitchen Sink Worktop - Right Hand Bowl - 305 x 65 x 2.5cm,A full 2.5cm thickness kitchen worktop with colour throughout and a built in stainless steel single bowl. Edging not required.,https://www.homebase.co.uk/minerva-peak-stone-kitchen-sink-worktop-right-hand-bowl-305-x-65-x-2-5cm_p196533,969.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/188b1405-c1d1-435d-b867-3146d6ff94aa.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ff7525e6-2462-4a6f-89a1-b77df6fcd15e.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/06def8be-a478-4199-aa5e-1507bfc3bd02.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/d3c8131f-8265-4315-9625-60c9322df661.jpg",,196533
2920,Home->Bathrooms & Plumbing->Bathroom furniture suites->Rio range->Stone grey->Wall hung,Bathroom furniture suites,Balterley Rio 800mm Wall Hung Single Drawer Vanity With Worktop - Stone Grey,Supplied with high quality matching worktop for use with any of our vessel basins.,https://www.homebase.co.uk/balterley-rio-800mm-wall-hung-single-drawer-vanity-with-worktop-stone-grey_p502587,190.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/288e28a6-d2d8-4c5d-9228-9682e924e403.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/54c337b2-1014-4294-80be-34017d834c22.jpg",,502587
2921,Home->Paint & Decorating->Paint->Interior paint->Metal and wood->Neutral paint->Gloss,Paint,Farrow & Ball No.2004 Slipper Satin - Full Gloss Paint - 750ml,This Farrow and Ball Full Gloss - Slipper Satin No.2004 - 0.75L paint is a extremely versatile and robust with a traditional high gloss finish.,https://www.homebase.co.uk/farrow-ball-no-2004-slipper-satin-full-gloss-paint-750ml_p570676,26.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3538d9dc-a4c2-4e8a-a514-ab00a197caa2.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/09ece010-6b02-4da5-9d01-8ccbf2e5f4dc.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/58e7f420-62ab-4cad-a31f-651653b35408.jpg",,570676
2922,Home->Kitchens->Kitchen worktops->Solid surface worktops->Maia->Fossil->Sink modules->42mm,Kitchen worktops,Maia Fossil Kitchen Sink Worktop - Universal 1.5 Duo Bowl - 180 x 60 x 4.2cm,"Fossil is a new colour in the Maia range, a combination of pearl and silver that will look great with an array of kitchen designs. The stainless 1.5 duo bowl can be installed in a right or left hand orientation and features a full size bowl and a half size bowl, both mounted under your kitchen worktop.",https://www.homebase.co.uk/maia-fossil-kitchen-sink-worktop-universal-1-5-duo-bowl-180-x-60-x-4-2cm_p143070,1459.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/83fca852-7c86-4543-a2df-82f6ab9664ec.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/3dd6a559-88b6-49f0-b7ce-25b0cc448d0d.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/47300122-b0ba-401a-b3e3-9698b791417c.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f331ff05-eacf-4379-a66f-17e2cc784384.jpg",,143070
2923,Home->Bathrooms & Plumbing->Bathroom furniture suites->Dynamic range->Driftwood,Bathroom furniture suites,Balterley Dynamic 400mm Vanity Unit with Basin - Driftwood,The warm natural tone of driftwood creates a contemporary statement piece in any bathroom.,https://www.homebase.co.uk/balterley-dynamic-400mm-vanity-unit-with-basin-driftwood_p503746,240.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/741a14ce-0d14-4391-96de-f5156f91b1d7.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/bf0d38f2-bbdb-4d7d-81c9-e61e6472ade5.jpg",,503746
2924,Home->Garden & Outdoor->Garden buildings->Greenhouses & accessories->Greenhouses,Garden buildings,Palram Mythos Silver Greenhouse - 6 x 6ft,"Mythos greenhouse series merge practical design, high insulation, aesthetics and performance. The twin-wall Polycarbonate panels perfectly retain heat, diffuse light to protect from strong sunlight exposure and enhance the durability of the reinforced aluminum structure; these nurturing conditions are ideal for cold areas. Mythos greenhouses are easy to install with a sliding panel assembly system and include a galvanized steel base, a hinged door, as well as other features that enhance their usability. The greenhouses are capable of withstanding extreme weather conditions for many years of gardening use",https://www.homebase.co.uk/palram-mythos-silver-greenhouse-6-x-6ft_p341545,320.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/655283d9-459d-494c-8b51-7558a9aea6f6.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/35339753-79ee-40cc-9597-70085297bb5f.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/55707d78-d873-4dd3-bb23-4a9f85bd2437.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/ec898ede-897d-47c9-be3a-8dfd334b9d89.jpg",,341545
2925,Home->Building & Hardware->Doors & door furniture->Exterior doors->Front,Doors & door furniture,Colonial External Black GRP 6 Panel Door - 838 x 1981mm,"This black external GRP external door blends timeless styling with modern quality. In an ever-popular black finish, the inside face of the Colonial is white for maximum light in your home. A classic 6 panel style, this composite door will look the part in properties of many styles, creating a chic look for the exterior of your home. ",https://www.homebase.co.uk/colonial-external-black-grp-6-panel-door-838-x-1981mm_p497481,249.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1d6745b5-5513-4a46-a830-d8e6bd4c3865.jpg,,497481
2926,Home->Building & Hardware->Doors & door furniture->Door numbers & signs->House numbers,Doors & door furniture,Neo Stainless Steel Numeral - 85mm - A,"Sandleford self adhesive stainless steel neo letters feature super strong adhesive which can stick to any surface: brick, timber, steel, glass, plaster, letterboxes. Simply peel and stick",https://www.homebase.co.uk/neo-stainless-steel-numeral-85mm-a_p393223,8.0,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/735ed473-6a9f-46fe-907d-9ace6abad69a.jpg,,393223
2927,Home->Paint & Decorating->Paint->Interior paint->Emulsion paint->Neutral paint->Standard emulsion->2.5L,Paint,Farrow & Ball Modern No.40 Mouses Back - Emulsion Paint - 2.5L,"Farrow and Ball Modern Emulsion Paint is washable, stain and scuff resistant making it ideal for kitchens, bathrooms and high traffic areas.",https://www.homebase.co.uk/farrow-ball-modern-no-40-mouses-back-emulsion-paint-2-5l_p293176,46.5,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6e7cfc1a-6af3-491f-a17c-c8494f7dff43.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/f31e30bb-440d-40cc-9d18-f45c0515ebd1.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/1fdb97e8-8be2-48d2-a5c1-63a02c1a55f5.jpg",,293176
2928,Home->Bathrooms & Plumbing->Bathroom furniture suites->Harrington range->Grey->Basin units,Bathroom furniture suites,Balterley Harrington 600mm Cabinet With 1 Tap Hole Basin - Grey,Add a cool touch of colour to your bathroom with this traditional grey unit.,https://www.homebase.co.uk/balterley-harrington-600mm-cabinet-with-1-tap-hole-basin-grey_p504095,510.0,"https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/604046f9-6e1e-4bd5-91c3-8afe5aa1b683.jpg,https://bcc53877d7aa0a135b9a-1452ca75bf8985207bb5b0c44a65ef28.ssl.cf4.rackcdn.com/Product-190x190/6d977e3f-4af4-4079-bdee-7c2bf9ff2830.jpg",,504095
